	ERBB3_PI3K	RAS_WNT_PI3K	KRAS_AP1	MYC	BRAF_MAPK	TNF_NfkB	HNF1_PAX8	MYC_E2F	EMT
LY6D	0.3648422829	0.4131252298	1.0997068816	0.069454813	0.201602205	0.3470623047	1.30670736494601E-20	0.1492747574	0.0364694462
KIAA1598	1.0546960688	0.6847199242	0.6886803465	0.7776967867	0.8253058532	0.7254911425	0.9982754356	0.7368028339	0.4228766556
MARVELD3	1.5769930203	0.598393992	0.6137714491	0.2633990081	0.0006011501	2.31053822434511E-09	0.189644843	0.2045181659	0.0362355115
GPRIN2	0.5368842381	0.3135509725	0.4101882183	0.2136337401	2.46139614417998E-21	0.1257505029	0.7161445843	0.033809707	1.58777723467697E-06
FBXO2	0.6996098854	0.2411156318	0.7379179448	0.1076910846	0.2936933842	0.5277833432	0.4229097901	1.3008181927	0.1923231089
AC025627.9	0.003706124	0.0469162685	0.3072722758	0.1322388644	0.0331754984	0.0437277234	9.40668586120398E-20	6.92123670400921E-16	0.0249697301
SLC7A4	0.0587831232	0.2811633836	0.251439012	0.5114384913	0.3231283391	0.0625399733	2.99409596648502E-18	0.0004540504	0.1633211919
GRAMD2	0.8932521107	0.0635073324	0.5077654062	0.2354020886	0.0229017376	0.0709352314	0.3375551081	0.2316017953	0.0900094524
TMC4	1.7037801756	0.7294636466	0.7003810208	0.3787942876	0.1490801568	0.1484649659	0.3313128612	0.2935383847	0.2051579038
JPH2	0.1988878152	0.0811681205	0.7649354908	2.15828752627063E-21	0.1199768882	0.2442738168	0.5468834583	0.0562243271	0.9346926002
SUCLA2P3	0.0555144468	0.0252296938	4.76938252967576E-12	0.094192855	0.0384264626	3.87624507296312E-20	0.0048705682	0.1208129755	0.038152831
GRHL2	2.090270617	0.4903395396	0.8605036517	0.2159587558	0.0690970874	0.1745033316	1.79259670411714E-08	0.0030126566	0.0511823087
COL4A4	0.3137850511	0.1067250282	0.303590696	0.3099044268	0.2531804581	0.0061531921	0.9230481778	0.1233906401	0.1786585742
ATP2C2	1.4615310356	0.5709063561	0.3330183988	0.1532207276	0.1303038449	0.47229518	0.0343351477	0.2209064317	0.2255137016
TTC9	1.2283829762	0.3297204683	0.5683321696	0.6103970477	0.0730118691	0.250244103	0.5878545754	0.2906463207	0.3103220834
AC011330.12	0.1952691502	0.2189485259	0.0744818093	0.4521221722	9.18665978739518E-19	4.27973081179056E-21	1.64148942339304E-21	0.0024427206	0.0133846444
AJAP1	7.10454111529519E-10	6.88436236170603E-21	0.2837100769	0.2506607303	0.1456405916	0.0046032193	0.2345658446	0.0997837688	0.4640745976
COBL	1.1654916637	0.8018605681	0.0675162156	0.6564407936	0.3581647449	2.353085406934E-14	0.4705798185	0.2752333106	3.62369253175043E-21
CCDC64B	1.7256909821	0.5654293695	0.5450835169	0.0553652135	0.0597591793	0.0030560259	0.0605902699	0.0564777522	0.1396319035
KRT8P30	2.25332989636415E-08	0.0891612031	0.0330321811	0.64825203	0.0956381236	0.1720026753	8.13380692908969E-13	0.3236178371	0.0084120067
